Index,day,biomassH,day,biomassHF,day,biomass2015,day,yieldH,day,yieldHF,day,yield2015,day,laiH,day,laiHF,day,lai2015,day,biomassM,day,biomassM,biomassMStdError,day,laiM,day,laiM,laiMStdError,Index,day,SAT ,day,SW2015,day,DUL ,day,LL ,day,NO32015,day,ST2015,day,SWM,day,SWM,SWMStdError,day,NO3M,day,NO3M,NO3MStdError,day,STM,day,STM,STMStdError
9697,201,"12,547.70",201,"12,904.60",,,201,0.00,201,737,,,201,3.851,201,4.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9698,202,"12,695.50",202,"13,036.40",,,202,0.00,202,"1,102.10",,,202,3.847,202,4.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9699,203,"13,037.90",203,"13,341.50",,,203,0.00,203,"1,443.80",,,203,3.844,203,4.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9700,204,"13,351.70",204,"13,664.70",,,204,341.60,204,"1,794.40",,,204,3.84,204,4.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701,205,"13,631.50",205,"13,955.80",,,205,701,205,"2,162.80",,,205,3.836,205,4.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9702,206,"13,893.80",206,"14,227.90",,,206,"1,059.60",206,"2,531.20",,,206,3.832,206,4.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9703,207,"14,188.90",207,"14,532.50",,,207,"1,418.50",207,"2,899.60",,,207,3.827,207,4.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9704,208,"14,454.30",208,"14,804.20",,,208,"1,783.90",208,"3,274.60",,,208,3.823,208,4.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9705,209,"14,762.20",209,"15,117.90",,,209,"2,142.60",209,"3,642.60",,,209,3.818,209,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9706,210,"15,068",210,"15,429.30",,,210,"2,497.90",210,"4,007.30",,,210,3.812,210,4.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9707,211,"15,373.30",211,"15,740",,,211,"2,851.20",211,"4,370",,,211,3.805,211,4.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9708,212,"15,678.90",212,"16,052",,,212,"3,204.20",212,"4,732",,,212,3.798,212,4.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9709,213,"15,891.80",213,"16,268.90",,,213,"3,557.50",213,"5,094.70",,,213,3.791,213,4.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710,214,"16,173.70",214,"16,556.30",,,214,"3,921.80",214,"5,468.60",,,214,3.784,214,4.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9711,215,"16,481",215,"16,869.90",,,215,"4,270.80",215,"5,826.70",,,215,3.779,215,4.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9712,216,"16,788.70",216,"17,183.60",,,216,"4,606.80",216,"6,171.60",,,216,3.774,216,4.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9713,217,"17,012.30",217,"17,411.70",,,217,"4,943.80",217,"6,517.40",,,217,3.769,217,4.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9714,218,"17,274.80",218,"17,679.60",,,218,"5,307.40",218,"6,890.50",,,218,3.763,218,4.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9715,219,"17,426.50",219,"17,834.40",,,219,"5,663.90",219,"7,256.40",,,219,3.758,219,4.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9716,220,"17,527.40",220,"17,937.50",,,220,"6,003.20",220,"7,604.60",,,220,3.753,220,4.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9717,221,"17,746",221,"18,160.90",,,221,"6,358.90",221,"7,849.10",,,221,3.748,221,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9718,222,"17,991.80",222,"18,411.80",,,222,"6,717.50",222,"8,100.00",,,222,3.742,222,4.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9719,223,"18,226.30",223,"18,651",,,223,"7,078.10",223,"8,340",,,223,3.736,223,4.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720,224,"18,512.10",224,"18,943",,,224,"7,424.60",224,"8,631.50",,,224,3.728,224,4.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721,225,"18,726.90",225,"19,163.00",,,225,"7,751.60",225,"8,851.20",,,225,3.72,225,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9722,226,"19,020",226,"19,463.00",,,226,"8,045.00",226,"9,151.20",,,226,3.714,226,4.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9723,227,"19,309.80",227,"19,759.30",,,227,"8,334.50",227,"9,447.50",,,227,3.706,227,4.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9724,228,"19,574.00",228,"20,029.60",,,228,"8,598.70",228,"9,717.80",,,228,3.699,228,4.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9725,229,"19,781.10",229,"20,241.80",,,229,"8,805.80",229,"9,930.00",,,229,3.691,229,4.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9726,230,"19,982.10",230,"20,446.00",,,230,"9,006.80",230,"10,134.20",,,230,3.682,230,4.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9727,231,"20,176.90",231,"20,641.90",,,231,"9,202",231,"10,330",,,231,3.674,231,4.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9728,232,"20,448.50",232,"20,912.50",,,232,"9,473.20",232,"10,600.70",,,232,3.668,232,4.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9729,233,"20,724.50",233,"21,176.80",,,233,"9,749.20",233,"10,865.00",,,233,3.66,233,4.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9730,234,"20,981.80",234,"21,420.40",,,234,"10,006.50",234,"11,108.60",,,234,3.652,234,4.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9731,235,"21,243",235,"21,667.00",,,235,"10,268.00",235,"11,355.20",,,235,3.644,235,4.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9732,236,"21,492.30",236,"21,901.00",,,236,"10,517.00",236,"11,589.20",,,236,3.634,236,4.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9733,237,"21,729.90",237,"22,123.30",,,237,"10,754.60",237,"11,811.50",,,237,3.625,237,4.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9734,238,"21,959.60",238,"22,337.50",,,238,"10,984",238,"12,025.70",,,238,3.618,238,4.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9735,239,"22,163.60",239,"22,525.60",,,239,"11,188.30",239,"12,213.80",,,239,3.611,239,3.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9736,240,"22,230.00",240,"22,586.50",,,240,"11,255",240,"12,274.70",,,240,3.602,240,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9737,241,"22,405.40",241,"22,749.90",,,241,"11,430.10",241,"12,438.10",,,241,3.592,241,3.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9738,242,"22,631",242,"22,945.40",,,242,"11,655.20",242,"12,438.10",,,242,3.582,242,3.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9739,243,"22,846.10",243,"23,142.00",,,243,"11,870.80",243,"12,438.10",,,243,3.572,243,3.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9740,244,"23,038.80",244,"23,142.00",,,244,"12,063.50",244,"12,438.10",,,244,3.563,244,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9741,245,"23,189.00",245,"23,142.00",,,245,"12,213.70",245,"12,438.10",,,245,3.552,245,3.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9742,246,"23,359.70",246,"23,142",,,246,"12,384.40",246,"12,438.10",,,246,3.544,246,3.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9743,247,"23,504.30",247,"23,142",,,247,"12,384.40",247,"12,438.10",,,247,3.537,247,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,248,"23,682.20",248,"23,142",,,248,"12,384.40",248,"12,438.10",,,248,3.527,248,3.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9745,249,"23,682.20",249,"23,142",,,249,"12,384.40",249,"12,438.10",,,249,3.517,249,3.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9746,250,"23,682.20",250,"23,142",,,250,"12,384.40",250,"12,438.10",,,250,3.506,250,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9747,251,"23,682.20",251,"23,142",,,251,"12,384.40",251,"12,438.10",,,251,3.495,251,3.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9748,252,"23,682.20",252,"23,142",,,252,"12,384.40",252,"12,438.10",,,252,3.484,252,3.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9749,253,"23,682.20",253,"23,142",,,253,"12,384.40",253,"12,438.10",,,253,3.477,253,3.877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9750,254,"23,682.20",254,"23,142",,,254,"12,384.40",254,"12,438.10",,,254,3.47,254,3.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9751,255,"23,682.20",255,"23,142",,,255,"12,384.40",255,"12,438.10",,,255,3.463,255,3.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9752,256,"23,682.20",256,"23,142",,,256,"12,384.40",256,"12,438.10",,,256,3.456,256,3.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9753,257,"23,682.20",257,"23,142",,,257,"12,384.40",257,"12,438.10",,,257,3.447,257,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754,258,"23,682.20",258,0,,,258,"12,384.40",258,0,,,258,3.437,258,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9755,259,"23,682.20",259,0,,,259,"12,384.40",259,0,,,259,3.426,259,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9756,260,"23,682.20",260,0,,,260,"12,384.40",260,0,,,260,3.415,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9757,261,"23,682.20",261,0,,,261,"12,384.40",261,0,,,261,3.408,261,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9758,262,"23,682.20",262,0,,,262,"12,384.40",262,0,,,262,0.003,262,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9759,263,0,263,0,,,263,0,263,0,,,263,0,263,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9760,264,0,264,0,,,264,0,264,0,,,264,0,264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9761,265,0,265,0,,,265,0,265,0,,,265,0,265,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9762,266,0,266,0,,,266,0,266,0,,,266,0,266,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763,267,0,267,0,,,267,0,267,0,,,267,0,267,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9764,268,0,268,0,,,268,0,268,0,,,268,0,268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765,269,0,269,0,,,269,0,269,0,,,269,0,269,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9766,270,0,270,0,,,270,0,270,0,,,270,0,270,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9767,271,0,271,0,,,271,0,271,0,,,271,0,271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768,272,0,272,0,,,272,0,272,0,,,272,0,272,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9769,273,0,273,0,,,273,0,273,0,,,273,0,273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,274,0,274,0,,,274,0,274,0,,,274,0,274,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771,275,0,275,0,,,275,0,275,0,,,275,0,275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9772,276,0,276,0,,,276,0,276,0,,,276,0,276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9773,277,0,277,0,,,277,0,277,0,,,277,0,277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,278,0,278,0,,,278,0,278,0,,,278,0,278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,279,0,279,0,,,279,0,279,0,,,279,0,279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9776,280,0,280,0,,,280,0,280,0,,,280,0,280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9777,281,0,281,0,,,281,0,281,0,,,281,0,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9778,282,0,282,0,,,282,0,282,0,,,282,0,282,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9779,283,0,283,0,,,283,0,283,0,,,283,0,283,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,284,0,284,0,,,284,0,284,0,,,284,0,284,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9781,285,0,285,0,,,285,0,285,0,,,285,0,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9782,286,0,286,0,,,286,0,286,0,,,286,0,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9783,287,0,287,0,,,287,0,287,0,,,287,0,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784,288,0,288,0,,,288,0,288,0,,,288,0,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9785,289,0,289,0,,,289,0,289,0,,,289,0,289,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9786,290,0,290,0,,,290,0,290,0,,,290,0,290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787,291,0,291,0,,,291,0,291,0,,,291,0,291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9788,292,0,292,0,,,292,0,292,0,,,292,0,292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9789,293,0,293,0,,,293,0,293,0,,,293,0,293,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9790,294,0,294,0,,,294,0,294,0,,,294,0,294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9791,295,0,295,0,,,295,0,295,0,,,295,0,295,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9792,296,0,296,0,,,296,0,296,0,,,296,0,296,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9793,297,0,297,0,,,297,0,297,0,,,297,0,297,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,298,0,298,0,,,298,0,298,0,,,298,0,298,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9795,299,0,299,0,,,299,0,299,0,,,299,0,299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9796,300,0,300,0,,,300,0,300,0,,,300,0,300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9797,301,0,301,0,,,301,0,301,0,,,301,0,301,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9798,302,0,302,0,,,302,0,302,0,,,302,0,302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9799,303,0,303,0,,,303,0,303,0,,,303,0,303,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,304,0,304,0,,,304,0,304,0,,,304,0,304,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9801,305,0,305,0,,,305,0,305,0,,,305,0,305,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9802,306,0,306,0,,,306,0,306,0,,,306,0,306,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,307,0,307,0,,,307,0,307,0,,,307,0,307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9804,308,0,308,0,,,308,0,308,0,,,308,0,308,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9805,309,0,309,0,,,309,0,309,0,,,309,0,309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9806,310,0,310,0,,,310,0,310,0,,,310,0,310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,311,0,311,0,,,311,0,311,0,,,311,0,311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9808,312,0,312,0,,,312,0,312,0,,,312,0,312,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,313,0,313,0,,,313,0,313,0,,,313,0,313,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9810,314,0,314,0,,,314,0,314,0,,,314,0,314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9811,315,0,315,0,,,315,0,315,0,,,315,0,315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9812,316,0,316,0,,,316,0,316,0,,,316,0,316,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9813,317,0,317,0,,,317,0,317,0,,,317,0,317,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9814,318,0,318,0,,,318,0,318,0,,,318,0,318,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,319,0,319,0,,,319,0,319,0,,,319,0,319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9816,320,0,320,0,,,320,0,320,0,,,320,0,320,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817,321,0,321,0,,,321,0,321,0,,,321,0,321,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,322,0,322,0,,,322,0,322,0,,,322,0,322,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,323,0,323,0,,,323,0,323,0,,,323,0,323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,324,0,324,0,,,324,0,324,0,,,324,0,324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,325,0,325,0,,,325,0,325,0,,,325,0,325,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9822,326,0,326,0,,,326,0,326,0,,,326,0,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9823,327,0,327,0,,,327,0,327,0,,,327,0,327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,328,0,328,0,,,328,0,328,0,,,328,0,328,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,329,0,329,0,,,329,0,329,0,,,329,0,329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,330,0,330,0,,,330,0,330,0,,,330,0,330,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,331,0,331,0,,,331,0,331,0,,,331,0,331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,332,0,332,0,,,332,0,332,0,,,332,0,332,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,333,0,333,0,,,333,0,333,0,,,333,0,333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,334,0,334,0,,,334,0,334,0,,,334,0,334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,335,0,335,0,,,335,0,335,0,,,335,0,335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,336,0,336,0,,,336,0,336,0,,,336,0,336,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,337,0,337,0,,,337,0,337,0,,,337,0,337,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9834,338,0,338,0,,,338,0,338,0,,,338,0,338,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9835,339,0,339,0,,,339,0,339,0,,,339,0,339,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9836,340,0,340,0,,,340,0,340,0,,,340,0,340,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9837,341,0,341,0,,,341,0,341,0,,,341,0,341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9838,342,0,342,0,,,342,0,342,0,,,342,0,342,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9839,343,0,343,0,,,343,0,343,0,,,343,0,343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840,344,0,344,0,,,344,0,344,0,,,344,0,344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9841,345,0,345,0,,,345,0,345,0,,,345,0,345,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9842,346,0,346,0,,,346,0,346,0,,,346,0,346,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9843,347,0,347,0,,,347,0,347,0,,,347,0,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9844,348,0,348,0,,,348,0,348,0,,,348,0,348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9845,349,0,349,0,,,349,0,349,0,,,349,0,349,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9846,350,0,350,0,,,350,0,350,0,,,350,0,350,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9847,351,0,351,0,,,351,0,351,0,,,351,0,351,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9848,352,0,352,0,,,352,0,352,0,,,352,0,352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,353,0,353,0,,,353,0,353,0,,,353,0,353,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9850,354,0,354,0,,,354,0,354,0,,,354,0,354,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9851,355,0,355,0,,,355,0,355,0,,,355,0,355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,356,0,356,0,,,356,0,356,0,,,356,0,356,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9853,357,0,357,0,,,357,0,357,0,,,357,0,357,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854,358,0,358,0,,,358,0,358,0,,,358,0,358,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9855,359,0,359,0,,,359,0,359,0,,,359,0,359,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9856,360,0,360,0,,,360,0,360,0,,,360,0,360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9857,361,0,361,0,,,361,0,361,0,,,361,0,361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9858,362,0,362,0,,,362,0,362,0,,,362,0,362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859,363,0,363,0,,,363,0,363,0,,,363,0,363,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,364,0,364,0,,,364,0,364,0,,,364,0,364,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,365,0,365,0,,,365,0,365,0,,,365,0,365,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9862,1,0,1,0,,,1,0,1,0,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9863,2,0,2,0,,,2,0,2,0,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9864,3,0,3,0,,,3,0,3,0,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,4,0,4,0,,,4,0,4,0,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866,5,0,5,0,,,5,0,5,0,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9867,6,0,6,0,,,6,0,6,0,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9868,7,0,7,0,,,7,0,7,0,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9869,8,0,8,0,,,8,0,8,0,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9870,9,0,9,0,,,9,0,9,0,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871,10,0,10,0,,,10,0,10,0,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
